"CONSECUTIVO","LETRA","CATALOG_KEY","NO. CARACTERES","NOMBRE","CODIGOX","LSEX","LINF","LSUP","TRIVIAL","ERRADICADO","N_INTER","NIN","NINMTOBS","COD_SIT_LESION","NO_CBD","CBD","NO_APH","AF_PRIN","DIA_SIS","CLAVE_PROGRAMA_SIS","COD_COMPLEMEN_MORBI","DIA_FETAL","DEF_FETAL_CM","DEF_FETAL_CBD","CLAVE_CAPITULO","CAPITULO","LISTA1","GRUPO1","LISTA5","RUBRICA_TYPE","YEAR_MODIFI","YEAR_APLICACION","VALID","PRINMORTA","PRINMORBI","LM_MORBI","LM_MORTA","LGBD165","LOMSBECK","LGBD190","NOTDIARIA","NOTSEMANAL","SISTEMA_ESPECIAL","BIRMM","CVE_CAUSA_TYPE","CAUSA_TYPE","EPI_MORTA","EDAS_E_IRAS_EN_M5","CVE_MATERNAS-SEED-EPID","EPI_MORTA_M5","EPI_MORBI","DEF_MATERNAS","ES_CAUSES","NUM_CAUSES","ES_SUIVE_MORTA","ES_SUIVE_MORB","EPI_CLAVE","EPI_CLAVE_DESC","ES_SUIVE_NOTIN","ES_SUIVE_EST_EPI","ES_SUIVE_EST_BROTE","SINAC","PRIN_SINAC","PRIN_SINAC_GRUPO","DESCRIPCION_SINAC_GRUPO","PRIN_SINAC_SUBGRUPO","DESCRIPCION_SINAC_SUBGRUPO","DAGA","ASTERISCO","PRIN_MM","PRIN_MM_GRUPO","DESCRIPCION_MM_GRUPO","PRIN_MM_SUBGRUPO","DESCRIPCION_MM_SUBGRUPO","COD_ADI_MORT"
"38","A","A052","4","INTOXICACIÓN ALIMENTARIA DEBIDA A CLOSTRIDIUM PERFRINGENS [CLOSTRIDIUM WELCHII]","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01E","01E","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","SI","SI","0","SI","168","SI","SI","09","INTOXICACION ALIMENTARIA BACTERIANA","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"39","A","A053","4","INTOXICACIÓN ALIMENTARIA DEBIDA A VIBRIO PARAHAEMOLYTICUS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01E","01E","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","SI","SI","0","SI","168","SI","SI","09","INTOXICACION ALIMENTARIA BACTERIANA","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"40","A","A054","4","INTOXICACIÓN ALIMENTARIA DEBIDA A BACILLUS CEREUS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01E","01E","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","SI","SI","0","SI","168","SI","SI","09","INTOXICACION ALIMENTARIA BACTERIANA","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"41","A","A058","4","OTRAS INTOXICACIONES ALIMENTARIAS DEBIDAS A BACTERIAS ESPECIFICADAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01E","01E","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","SI","SI","0","SI","168","SI","SI","09","INTOXICACION ALIMENTARIA BACTERIANA","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"42","A","A059","4","INTOXICACIÓN ALIMENTARIA BACTERIANA, NO ESPECIFICADA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01E","01E","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","SI","SI","0","SI","168","SI","SI","09","INTOXICACION ALIMENTARIA BACTERIANA","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"43","A","A06","3","AMEBIASIS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","004","NO","NO","NO","NO","001","001","NO","NO","NO","1","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"44","A","A060","4","DISENTERÍA AMEBIANA AGUDA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","004","NO","NO","NO","SI","001","001","01F","01F","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","SI","SI","0","SI","68","SI","SI","02","AMEBIASIS INTESTINAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"45","A","A061","4","AMEBIASIS INTESTINAL CRÓNICA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","004","NO","NO","NO","SI","001","001","01F","01F","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","SI","0","SI","68","SI","SI","02","AMEBIASIS INTESTINAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"46","A","A062","4","COLITIS AMEBIANA NO DISENTÉRICA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","004","NO","NO","NO","SI","001","001","01F","01F","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","SI","0","SI","68","SI","SI","02","AMEBIASIS INTESTINAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"47","A","A063","4","AMEBOMA INTESTINAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","004","NO","NO","NO","SI","001","001","01F","01F","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","SI","SI","0","SI","68","SI","SI","02","AMEBIASIS INTESTINAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"48","A","A064","4","ABSCESO AMEBIANO DEL HÍGADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","004","NO","NO","NO","SI","001","001","01F","01F","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","NO","SI","0","SI","206","NO","SI","03","ABSCESO HEPATICO AMEBIANO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"49","A","A065","4","ABSCESO AMEBIANO DEL PULMÓN","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","004","NO","NO","NO","SI","001","001","01F","01F","10","1","10","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","+","NO","NO","NO","NO","NO","NO","NO"
"50","A","A066","4","ABSCESO AMEBIANO DEL CEREBRO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","004","NO","NO","NO","SI","001","001","01F","01F","10","1","10","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","+","NO","NO","NO","NO","NO","NO","NO"
"51","A","A067","4","AMEBIASIS CUTÁNEA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","004","NO","NO","NO","SI","001","001","01F","01F","10","1","10","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"52","A","A068","4","INFECCIÓN AMEBIANA DE OTRAS LOCALIZACIONES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","004","NO","NO","NO","SI","001","001","01F","01F","10","1","10","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","+","NO","NO","NO","NO","NO","NO","NO"
"53","A","A069","4","AMEBIASIS, NO ESPECIFICADA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","004","NO","NO","NO","SI","001","001","01F","01F","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","SI","SI","0","NO","NO","SI","SI","02","AMEBIASIS INTESTINAL","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"54","A","A07","3","OTRAS ENFERMEDADES INTESTINALES DEBIDAS A PROTOZOARIOS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","NO","001","001","NO","NO","NO","1","NO","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"55","A","A070","4","BALANTIDIASIS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01G","01G","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","SI","SI","0","NO","NO","SI","SI","93","OTRAS INFECCIONES INTESTINALES DEBIDAS A PROTOZOARIOS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"56","A","A071","4","GIARDIASIS [LAMBLIASIS]","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01G","01G","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","SI","SI","0","SI","76","SI","SI","07","GIARDIASIS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"57","A","A072","4","CRIPTOSPORIDIOSIS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01G","01G","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","SI","SI","0","NO","NO","SI","SI","93","OTRAS INFECCIONES INTESTINALES DEBIDAS A PROTOZOARIOS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"58","A","A073","4","ISOSPORIASIS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01G","01G","10","1","10","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","NO","NO","0","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"59","A","A078","4","OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01G","01G","10","1","10","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","NO","NO","0","SI","55","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"60","A","A079","4","ENFERMEDAD INTESTINAL DEBIDA A PROTOZOARIOS, NO ESPECIFICADA","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01G","01G","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","SI","SI","0","SI","55","SI","SI","93","OTRAS INFECCIONES INTESTINALES DEBIDAS A PROTOZOARIOS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"61","A","A08","3","INFECCIONES INTESTINALES DEBIDAS A VIRUS Y OTROS ORGANISMOS ESPECIFICADOS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","NO","001","001","NO","NO","NO","1","NO","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","SI","0","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"62","A","A080","4","ENTERITIS DEBIDA A ROTAVIRUS","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01G","01G","10","1","10","NO","SI","SI","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","SI","NO","NO","NO","SI","0","NO","NO","SI","SI","137","ENTERITIS DEBIDA A ROTAVIRUS","SI","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"63","A","A081","4","GASTROENTEROPATÍA AGUDA DEBIDA AL AGENTE DE NORWALK","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01G","01G","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","SI","SI","0","NO","NO","SI","SI","08","INFECCIONES INTESTINALES POR OTROS ORGANISMOS Y LAS MAL DEFINIDAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"64","A","A082","4","ENTERITIS DEBIDA A ADENOVIRUS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01G","01G","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","SI","SI","0","NO","NO","SI","SI","08","INFECCIONES INTESTINALES POR OTROS ORGANISMOS Y LAS MAL DEFINIDAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"65","A","A083","4","OTRAS ENTERITIS VIRALES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01G","01G","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","SI","SI","0","NO","NO","SI","SI","08","INFECCIONES INTESTINALES POR OTROS ORGANISMOS Y LAS MAL DEFINIDAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"66","A","A084","4","INFECCIÓN INTESTINAL VIRAL, SIN OTRA ESPECIFICACIÓN","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01G","01G","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","SI","SI","0","SI","55","SI","SI","08","INFECCIONES INTESTINALES POR OTROS ORGANISMOS Y LAS MAL DEFINIDAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"67","A","A085","4","OTRAS INFECCIONES INTESTINALES ESPECIFICADAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","004","001","006","NO","NO","NO","SI","001","001","01G","01G","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","SI","SI","0","NO","NO","SI","SI","08","INFECCIONES INTESTINALES POR OTROS ORGANISMOS Y LAS MAL DEFINIDAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"68","A","A09","3","OTRAS GASTROENTERITIS Y COLITIS DE ORIGEN INFECCIOSO Y NO ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","003","001","005","A","2010 CAMBIO X SUBCATEGORIAS Y CAMBIO DE TITULO","2014","NO","001","001","01H","01H","NO","1","NO","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","NO","SI","0","SI","55","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"69","A","A090","4","OTRAS GASTROENTERITIS Y COLITIS DE ORIGEN INFECCIOSO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","003","001","005","A","2010 NUEVA CATEGORIA","2014","SI","001","001","01H","01H","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","NO","SI","0","SI","55","SI","SI","08","INFECCIONES INTESTINALES POR OTROS ORGANISMOS Y LAS MAL DEFINIDAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"70","A","A099","4","GASTROENTERITIS Y COLITIS DE ORIGEN NO ESPECIFICADO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","003","001","005","A","2010 NUEVA CATEGORIA","2014","SI","001","001","01H","01H","10","1","10","NO","SI","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","SI","NO","NO","SI","0","SI","55","SI","SI","08","INFECCIONES INTESTINALES POR OTROS ORGANISMOS Y LAS MAL DEFINIDAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"71","A","A09X","4","DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","003","001","005","B","2010 CAMBIO X SUBCATEGORIAS","2014","NO","001","001","01H","01H","10","1","10","NO","NO","NO","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","SI","NO","0","SI","55","NO","SI","08","INFECCIONES INTESTINALES POR OTROS ORGANISMOS Y LAS MAL DEFINIDAS","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"72","A","A15","3","TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLÓGICA E HISTOLÓGICAMENTE","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NA","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","005","001","007","NO","NO","NO","NO","999","999","NO","NO","NO","2","NO","NO","SI","SI","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","NO","NO","NO","NO","SI","0","SI","51","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"73","A","A150","4","TUBERCULOSIS DEL PULMÓN, CONFIRMADA POR HALLAZGO MICROSCÓPICO DEL BACILO TUBERCULOSO EN ESPUTO, CON O SIN CULTIVO","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","005","001","007","NO","NO","NO","SI","002","002","02A","02A","3","2","3","NO","SI","SI","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","SI","NO","NO","NO","SI","0","SI","51","SI","SI","19","TUBERCULOSIS RESPIRATORIA","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"74","A","A151","4","TUBERCULOSIS DEL PULMÓN, CONFIRMADA ÚNICAMENTE POR CULTIVO","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","005","001","007","NO","NO","NO","SI","002","002","02A","02A","3","2","3","NO","SI","SI","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","SI","NO","NO","NO","SI","0","SI","51","SI","SI","19","TUBERCULOSIS RESPIRATORIA","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"75","A","A152","4","TUBERCULOSIS DEL PULMÓN, CONFIRMADA HISTOLÓGICAMENTE","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","005","001","007","NO","NO","NO","SI","002","002","02A","02A","3","2","3","NO","SI","SI","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","SI","NO","NO","NO","SI","0","SI","51","SI","SI","19","TUBERCULOSIS RESPIRATORIA","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"76","A","A153","4","TUBERCULOSIS DEL PULMÓN, CONFIRMADA POR MEDIOS NO ESPECIFICADOS","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","005","001","007","NO","NO","NO","SI","002","002","02A","02A","3","2","3","NO","SI","SI","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","SI","NO","NO","NO","SI","0","SI","51","SI","SI","19","TUBERCULOSIS RESPIRATORIA","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"77","A","A154","4","TUBERCULOSIS DE GANGLIOS LINFÁTICOS INTRATORÁCICOS, CONFIRMADA BACTERIOLÓGICA E HISTOLÓGICAMENTE","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","005","001","007","NO","NO","NO","SI","999","999","02B","02B","3","2","3","NO","SI","SI","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","SI","NO","NO","NO","SI","0","SI","51","SI","SI","19","TUBERCULOSIS RESPIRATORIA","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
"78","A","A155","4","TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLÓGICA E HISTOLÓGICAMENTE","NO","NO","028D","120A","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","1","NO","NO","NO","NO","I","CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS","005","001","007","NO","NO","NO","SI","999","999","02B","02B","3","2","3","NO","SI","SI","NO","5","CAUSAS ÚTILES PARA MORTALIDAD","SI","NO","NO","NO","SI","0","SI","51","SI","SI","19","TUBERCULOSIS RESPIRATORIA","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO"
